cohort,block,model,mode,roc_auc,pr_auc,brier,precision,recall,specificity,f1,f2,thr,thr_policy,repeat,fold
antepartum,FULL,RF,resampled,0.7705084745762711,0.5098700457256562,0.12819794536783521,0.2838709677419355,0.88,0.5296610169491526,0.4292682926829268,0.6197183098591549,0.12,fallback_f2.0,2,3
antepartum,FULL,RF,resampled,0.7644376899696049,0.3755062858252713,0.12319708651013946,0.22110552763819097,0.9361702127659575,0.3487394957983193,0.35772357723577236,0.5684754521963824,0.11,recall+precision,2,4
antepartum,FULL,RF,resampled,0.778420724650583,0.4339388287301275,0.12299739829175779,0.2971014492753623,0.8723404255319149,0.5941422594142259,0.44324324324324327,0.6288343558282209,0.14,fallback_f2.0,2,5
antepartum,FULL,XGB,weighted,0.79178145087236,0.5199069102692966,0.11524948455317262,0.21739130434782608,0.8888888888888888,0.4049586776859504,0.34934497816593885,0.5494505494505495,0.09999999999999999,fallback_f2.0,2,1
antepartum,FULL,XGB,weighted,0.7362840018441679,0.4085602477314191,0.11770756438852245,0.20689655172413793,0.9333333333333333,0.33195020746887965,0.3387096774193548,0.5483028720626631,0.08,recall+precision,2,2
antepartum,FULL,XGB,weighted,0.7571186440677966,0.46241297410805976,0.12861718519826898,0.2603550295857988,0.88,0.4703389830508475,0.4018264840182648,0.5962059620596206,0.09,recall+precision,2,3
antepartum,FULL,XGB,weighted,0.7815126050420168,0.44354987512729666,0.12093933919976707,0.22727272727272727,0.9574468085106383,0.35714285714285715,0.3673469387755102,0.582901554404145,0.09999999999999999,recall+precision,2,4
antepartum,FULL,XGB,weighted,0.7799341226742633,0.4682704242004065,0.11691408497005311,0.23595505617977527,0.8936170212765957,0.4309623430962343,0.37333333333333335,0.5737704918032787,0.09,recall+precision,2,5
antepartum,FULL,XGB,resampled,0.8138200183654729,0.5719513039093829,0.11371802568957236,0.2469879518072289,0.9111111111111111,0.4834710743801653,0.3886255924170616,0.5924855491329479,0.11,fallback_f2.0,2,1
antepartum,FULL,XGB,resampled,0.7242047026279391,0.36964631870127074,0.12024712460945215,0.22535211267605634,0.7111111111111111,0.5435684647302904,0.3422459893048128,0.4968944099378882,0.11,fallback_f2.0,2,2
antepartum,FULL,XGB,resampled,0.7663559322033898,0.4919481877223596,0.12635267942301495,0.24561403508771928,0.84,0.4533898305084746,0.38009049773755654,0.5660377358490566,0.09,recall+precision,2,3
antepartum,FULL,XGB,resampled,0.779903450741999,0.4004024076601843,0.12019364174501895,0.22613065326633167,0.9574468085106383,0.35294117647058826,0.36585365853658536,0.5813953488372093,0.09999999999999999,recall+precision,2,4
antepartum,FULL,XGB,resampled,0.77664025638743,0.47731068107501823,0.11636863929542121,0.3263157894736842,0.6595744680851063,0.7322175732217573,0.43661971830985913,0.5477031802120141,0.14,fallback_f2.0,2,5
antepartum,FULL,LR,weighted,0.8189300411522634,0.49582459943373564,0.11298931765396282,0.17796610169491525,0.9767441860465116,0.20164609053497942,0.3010752688172043,0.5147058823529411,0.12,recall+precision,3,1
antepartum,FULL,Ensemble_SoftVote_Uniform,ensemble,0.8184515264618624,0.48539421669279037,0.11148557600788012,0.1693548387096774,0.9767441860465116,0.1522633744855967,0.28865979381443296,0.5,0.11,recall+precision,3,1
antepartum,FULL,Ensemble_SoftVote_Weighted,ensemble,0.8187386352761029,0.4855203410618891,0.1115307448317457,0.1693548387096774,0.9767441860465116,0.1522633744855967,0.28865979381443296,0.5,0.11,recall+precision,3,1
antepartum,FULL,LR,weighted,0.8198435504469987,0.5316389889936182,0.13501605260869845,0.32413793103448274,0.8703703703703703,0.5775862068965517,0.4723618090452261,0.6509695290858726,0.09999999999999999,recall+precision,3,2
antepartum,FULL,Ensemble_SoftVote_Uniform,ensemble,0.8083492975734355,0.5169297130520027,0.13768245483902047,0.2865853658536585,0.8703703703703703,0.4956896551724138,0.43119266055045874,0.618421052631579,0.09999999999999999,recall+precision,3,2
antepartum,FULL,Ensemble_SoftVote_Weighted,ensemble,0.8098659003831417,0.5179041888013027,0.137542886369731,0.2865853658536585,0.8703703703703703,0.4956896551724138,0.43119266055045874,0.618421052631579,0.09999999999999999,recall+precision,3,2
antepartum,FULL,LR,weighted,0.8218022731372903,0.4829719957122668,0.12068537536409182,0.23195876288659795,0.9782608695652174,0.3817427385892116,0.375,0.5952380952380952,0.13,recall+precision,3,3
antepartum,FULL,Ensemble_SoftVote_Uniform,ensemble,0.8165704492152264,0.49267047906258843,0.1186002618769949,0.23469387755102042,1.0,0.3775933609958506,0.38016528925619836,0.6052631578947368,0.12,recall+precision,3,3
antepartum,FULL,Ensemble_SoftVote_Weighted,ensemble,0.8165704492152264,0.48753568099179956,0.11869429547522779,0.233502538071066,1.0,0.37344398340248963,0.3786008230452675,0.6036745406824147,0.12,recall+precision,3,3
antepartum,FULL,LR,weighted,0.7750521083854416,0.5334115690864157,0.13926671089799234,0.29931972789115646,0.8148148148148148,0.5541125541125541,0.43781094527363185,0.6060606060606061,0.12,recall+precision,3,4
antepartum,FULL,Ensemble_SoftVote_Uniform,ensemble,0.7747314413981081,0.5296246982590327,0.1396297310665017,0.2967741935483871,0.8518518518518519,0.5281385281385281,0.44019138755980863,0.6199460916442049,0.12,recall+precision,3,4
antepartum,FULL,Ensemble_SoftVote_Weighted,ensemble,0.7760942760942761,0.5320364097170086,0.13959089622894208,0.2929936305732484,0.8518518518518519,0.5194805194805194,0.43601895734597157,0.6166219839142091,0.12,recall+precision,3,4
antepartum,FULL,LR,weighted,0.7927927927927927,0.4606123922804721,0.09740549383851868,0.1864406779661017,0.8918918918918919,0.42168674698795183,0.308411214953271,0.5076923076923077,0.09999999999999999,recall+precision,3,5
antepartum,FULL,Ensemble_SoftVote_Uniform,ensemble,0.7847606642787366,0.45680782127287095,0.09935021589456294,0.14754098360655737,0.972972972972973,0.1646586345381526,0.25622775800711745,0.45918367346938777,0.08,recall+precision,3,5
antepartum,FULL,Ensemble_SoftVote_Weighted,ensemble,0.7848692065559536,0.45030327116468616,0.09928405582389037,0.14814814814814814,0.972972972972973,0.1686746987951807,0.2571428571428571,0.46035805626598464,0.08,recall+precision,3,5
antepartum,FULL,LR,resampled,0.8247679203751556,0.5016032930015744,0.10740409105714277,0.1794871794871795,0.9767441860465116,0.20987654320987653,0.30324909747292417,0.5172413793103449,0.09999999999999999,recall+precision,3,1
antepartum,FULL,LR,resampled,0.81529374201788,0.5176962341421809,0.13457004031808836,0.29375,0.8703703703703703,0.5129310344827587,0.4392523364485981,0.625,0.09,recall+precision,3,2
antepartum,FULL,LR,resampled,0.8181941187082807,0.4721415828428539,0.11887189586266314,0.21951219512195122,0.9782608695652174,0.3360995850622407,0.35856573705179284,0.5784061696658098,0.12,recall+precision,3,3
antepartum,FULL,LR,resampled,0.7694404361071028,0.5217566004457103,0.13498964239062283,0.27710843373493976,0.8518518518518519,0.4805194805194805,0.41818181818181815,0.6020942408376964,0.09,recall+precision,3,4
antepartum,FULL,LR,resampled,0.787474221209161,0.455710895620823,0.1006622709028889,0.18681318681318682,0.918918918918919,0.40562248995983935,0.3105022831050228,0.5151515151515151,0.14,recall+precision,3,5
antepartum,FULL,SVM,weighted,0.8177816058953009,0.43904082970969915,0.1100114798292939,0.19907407407407407,1.0,0.2880658436213992,0.33204633204633205,0.5541237113402062,0.12,recall+precision,3,1
antepartum,FULL,SVM,weighted,0.780691251596424,0.507683434885431,0.141386145071124,0.3103448275862069,0.8333333333333334,0.5689655172413793,0.45226130653266333,0.6232686980609419,0.11,recall+precision,3,2
antepartum,FULL,SVM,weighted,0.8125112754825907,0.443637712553067,0.11758549089462261,0.23626373626373626,0.9347826086956522,0.42323651452282157,0.37719298245614036,0.587431693989071,0.12,recall+precision,3,3
antepartum,FULL,SVM,weighted,0.7578964245630914,0.48235693867766616,0.13889922376830538,0.33043478260869563,0.7037037037037037,0.6666666666666666,0.44970414201183434,0.5740181268882175,0.12,recall+precision,3,4
antepartum,FULL,SVM,weighted,0.7594703136871811,0.3584819149028475,0.10228070583674381,0.1583710407239819,0.9459459459459459,0.25301204819277107,0.2713178294573643,0.4742547425474255,0.11,recall+precision,3,5
antepartum,FULL,SVM,resampled,0.8029476504928701,0.4294601515760016,0.11014297351572011,0.17573221757322174,0.9767441860465116,0.18930041152263374,0.2978723404255319,0.5109489051094891,0.09,recall+precision,3,1
antepartum,FULL,SVM,resampled,0.7886334610472541,0.4938085099917831,0.1354986188718867,0.32857142857142857,0.8518518518518519,0.5948275862068966,0.4742268041237113,0.6460674157303371,0.09,recall+precision,3,2
antepartum,FULL,SVM,resampled,0.7916741836550605,0.37838654209737393,0.11803477927770482,0.22660098522167488,1.0,0.34854771784232363,0.36947791164658633,0.5943152454780362,0.09999999999999999,recall+precision,3,3
antepartum,FULL,SVM,resampled,0.7299182299182299,0.3984359409177446,0.14084288235202966,0.291970802919708,0.7407407407407407,0.5800865800865801,0.418848167539267,0.56657223796034,0.09999999999999999,recall+precision,3,4
antepartum,FULL,SVM,resampled,0.706501682405297,0.285581879239927,0.1086844850586635,0.17277486910994763,0.8918918918918919,0.3654618473895582,0.2894736842105263,0.48672566371681414,0.12,recall+precision,3,5
