prev_ante,prev_post,risk_diff_post_minus_ante,chi2,p_value,ante_pos,ante_neg,post_pos,post_neg
0.16363636363636364,0.21243523316062177,0.04879886952425813,10.547736853171621,0.0011633043896988441,234,1196,287,1064
